WHO_REGION,ISO_code,Cname,Disease,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
EUR,SVN,Slovenia,measles,9,8,1,18,52,1,2,22,2,0,0,0,0,0,0,0,0,0,NA,1,13,9,8,398,134,7,10,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,SLB,Solomon Islands,measles,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,640,1527,86,45,343,13779,593,434,0,2,238,923,3331,2104,340
EMR,SOM,Somalia,measles,9126,23039,26,7497,10229,3173,9983,17298,115,13,1081,1149,7,NA,12008,8257,9559,3571,3965,5523,3075,NA,1830,NA,NA,NA,NA,NA,NA,988,296,222,70,128,487,622,NA,NA,NA
AFR,ZAF,South Africa,measles,71,210,18,17,66,25,32,92,12499,5857,39,31,81,615,830,244,1043,1166,1459,385,977,1337,6501,8845,6845,12870,22745,4777,10624,18268,15258,22559,13459,17884,16160,16735,12906,15809,19193
AFR,SSD,South Sudan,measles,263,487,898,878,441,525,1952,1256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ESP,Spain,measles,225,161,37,115,154,131,1204,3802,302,41,297,267,362,22,26,256,67,NA,152,246,446,1842,4964,8849,6796,11985,24460,24445,21650,32908,22701,35146,220109,80663,38914,304350,159562,146689,145322
SEAR,LKA,Sri Lanka,measles,1,1,112,1568,1686,2107,51,60,79,21,33,44,0,3,35,65,139,309,16527,2417,177,195,158,408,566,558,701,1896,4004,780,2630,3508,6235,9398,13215,8171,13273,6232,5032
EMR,SDN,Sudan (the),measles,4980,665,1767,3585,676,2813,8523,5616,680,68,129,327,228,1374,9562,4381,4529,4362,2875,3347,550,350,2559,841,963,683,17017,30014,14075,15114,7466,1635,27136,67589,2390,2806,68171,64804,50168
AMR,SUR,Suriname,measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,68,5,37,110,40,17,647,716,254
EUR,SWE,Sweden,measles,43,41,3,22,26,51,30,26,6,3,25,1,19,13,5,3,9,5,59,NA,NA,62,44,23,21,25,57,25,29,62,38,NA,173,326,1003,4626,6223,3540,1786
EUR,CHE,Switzerland,measles,50,105,65,35,23,175,61,621,77,958,2022,1015,NA,60,39,574,NA,700,NA,800,2000,6400,2000,1400,1400,3000,4300,2700,1990,2700,7600,7400,NA,NA,NA,NA,NA,NA,NA
EMR,SYR,Syrian Arab Republic (the),measles,329,737,66,45,594,740,13,13,26,22,19,403,517,375,189,801,538,290,146,3,5400,6850,2060,1362,1334,2300,374,359,535,729,58,292,2154,425,1405,879,800,1729,1478
EUR,TJK,Tajikistan,measles,0,654,52,3,0,1,16,1,0,0,0,2,3,NA,4,2144,927,38,192,177,3070,3882,42,56,531,5045,2439,1241,6897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,THA,Thailand,measles,6035,1946,652,154,NA,2641,5197,3156,2583,6071,7790,3893,3588,3526,4165,4519,10315,7319,4074,3167,13734,15122,5757,11112,38659,17851,7892,26709,29244,14862,36092,42172,19545,32156,47205,34713,27691,24298,16795
SEAR,TLS,Timor-Leste,measles,0,0,2,43,47,4,16,763,50,10,0,0,90,203,41,94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,TGO,Togo,measles,38,46,15,20,577,564,238,187,120,425,187,8,26,38,61,295,363,1833,3578,2540,3771,450,223,6144,7298,4017,6959,9934,4548,3499,17577,10111,13119,25729,25869,19403,21925,19043,33960
WPR,TON,Tonga,measles,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,36,1081,0,0,NA,0,10,18,65,25,0,0,233,412,5,36,19,187,2336
AMR,TTO,Trinidad and Tobago,measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141,511,2170,388,441,2660,3549,3556,2392,1284,3601,384
EMR,TUN,Tunisia,measles,13,5,7,16,15,16,48,11,1,1,2,4,3,15,1,22,98,231,47,101,123,371,533,676,597,1413,11872,1250,547,1147,288,573,3740,4766,2481,1464,1828,3007,225
EUR,TUR,Turkey,measles,716,84,9,342,565,7405,349,111,7,4,0,3,34,6200,8927,5844,7823,30509,16244,16329,27120,22795,27171,13544,23733,34285,24626,22521,11372,19273,9279,2194,2267,14695,30666,31515,8778,26547,8618
EUR,TKM,Turkmenistan,measles,0,0,0,0,0,0,0,0,0,0,0,59,48,0,1,1,11,9,113,452,1035,377,96,393,2613,2486,692,1346,2806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,TUV,Tuvalu,measles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,14,51,1,0,0,1,0,NA,0,0,284,0,0,2,0,20,3,509
AFR,UGA,Uganda,measles,2627,1021,139,478,314,7878,2027,3312,1313,1601,1319,3776,5736,22,141,29429,49871,48543,42554,42737,42528,12562,26198,42659,49815,NA,36511,NA,2637,660,1666,NA,NA,NA,20072,43016,11408,18630,13415
EUR,UKR,Ukraine,measles,53219,4782,102,105,NA,NA,12746,1333,39,NA,48,1005,42724,2392,146,411,7587,16970,817,1389,5107,7000,8678,1923,9837,23452,13289,5321,6841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,ARE,United Arab Emirates (the),measles,172,121,223,347,344,NA,132,NA,87,NA,55,NA,NA,29,22,42,53,30,69,117,296,243,425,671,518,745,1063,1148,1187,1068,1187,2913,2158,2400,1749,2105,1691,2820,2796
EUR,GBR,United Kingdom of Great Britain and Northern Ireland (the),measles,1216,364,558,91,133,1919,2092,1112,443,1212,1445,1022,764,79,189,460,314,73,104,NA,74,4844,6866,9017,23525,12018,12317,11727,28228,30160,88259,44850,90214,104774,67632,114948,105642,61779,147962
AFR,TZA,United Republic of Tanzania,measles,74,852,33,30,88,185,1668,1622,167,1574,3413,7726,2362,23,1419,1673,5131,11847,14649,5887,10023,7287,10676,3160,3558,16471,13040,27188,14920,7033,14568,42109,38229,46032,39311,68804,102127,79764,63100
AMR,USA,United States of America (the),measles,NA,120,85,188,667,187,55,220,63,71,140,43,55,66,37,56,41,116,85,100,100,138,489,309,958,312,2231,9643,27786,18193,3396,3655,6282,2822,2587,1497,1714,3124,13506
AMR,URY,Uruguay,measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,2,2,5,0,16,187,2040,110,20,76,1190,198,160,352,18,135,15465,141
EUR,UZB,Uzbekistan,measles,22,0,1,22,8,0,NA,476,117,0,2,863,823,737,75,85,25,22,80,1193,875,261,228,294,1661,2354,2020,3878,3943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,VUT,Vanuatu,measles,0,NA,NA,39,10,0,0,0,0,0,0,0,0,3,NA,165,101,7,9,12,NA,113,4,27,27,67,154,541,67,169,140,253,1064,940,1634,401,832,45,39
AMR,VEN,Venezuela (Bolivarian Republic of),measles,5667,727,0,0,0,0,1,0,0,0,0,32,78,0,0,0,2392,115,22,0,4,27,89,172,15364,20244,11949,15273,9881,10160,12339,19261,14026,21974,11833,11263,14200,31255,9750
WPR,VNM,Viet Nam,measles,2256,227,46,256,15033,1123,578,750,2809,6582,352,17,1978,410,217,2297,6755,12058,16512,14134,11690,6507,5156,6171,11853,12015,11830,9874,8175,22332,23308,30460,68463,82231,87796,125176,72466,62400,86901
EMR,YEM,Yemen,measles,10640,433,143,468,815,400,2177,2676,510,130,7,13,8079,6285,12708,8536,890,485,NA,26126,8785,51,NA,225,35,601,2420,75,NA,26681,10424,17408,15596,27997,39713,33348,24482,21355,18020
AFR,ZMB,Zambia,measles,11,13,8,9,9,35,896,13234,15754,26,140,535,459,45,35,881,25036,16997,30930,23518,NA,7140,9459,8533,14255,11829,11006,2822,6748,5747,12487,14793,23866,51000,36881,51140,73499,184210,98659
AFR,ZWE,Zimbabwe,measles,1,1,1,0,0,0,0,0,9696,853,0,242,212,420,31,998,304,529,1483,772,2049,12971,37407,8529,37785,34071,17346,24090,13728,47509,49812,17675,20388,22290,21662,36253,4941,4995,23650
EMR,AFG,Afghanistan,Mumps,NA,NA,29,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ALB,Albania,Mumps,13,6,17,NA,NA,20,18,39,21,22,50,824,236,1696,896,2236,3124,1414,1651,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,DZA,Algeria,Mumps,NA,0,0,67,NA,27,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,AND,Andorra,Mumps,31,5,5,2,0,2,1,0,0,0,0,4,3,1,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,AGO,Angola,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,ATG,Antigua and Barbuda,Mumps,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,ARG,Argentina,Mumps,7715,4396,74,156,87,3772,4619,5481,5083,5913,12198,11575,11461,10727,11483,NA,NA,17970,NA,24028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,ARM,Armenia,Mumps,4,8,1,4,2,2,6,15,38,71,98,133,128,167,504,NA,1759,987,3431,11380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,AUS,Australia,Mumps,634,806,800,633,187,216,195,145,89,164,286,579,NA,240,106,76,68,113,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,AUT,Austria,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,AZE,Azerbaijan,Mumps,0,0,0,6,9,76,126,101,125,232,82,129,162,303,508,794,5178,7138,6817,4265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,BHS,Bahamas (the),Mumps,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,BHR,Bahrain,Mumps,12,15,24,36,21,59,29,18,46,16,77,91,22,87,35,35,0,21,167,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,BGD,Bangladesh,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,BRB,Barbados,Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,BLR,Belarus,Mumps,1,4,4,3,4,8,61,48,88,172,245,318,446,502,759,2189,7044,10758,19069,23104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,BEL,Belgium,Mumps,230,13,153,119,228,4573,2687,15,31,59,46,54,54,70,56,94,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,BLZ,Belize,Mumps,11,14,0,0,0,0,2,0,36,0,0,NA,24,30,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,BEN,Benin,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,BTN,Bhutan,Mumps,27,259,795,620,206,20,198,262,218,NA,NA,NA,NA,144,NA,NA,NA,5333,1967,25554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,BOL,Bolivia (Plurinational State of),Mumps,36,9057,0,NA,586,764,0,1096,1781,3696,10566,NA,NA,0,NA,0,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,BIH,Bosnia and Herzegovina,Mumps,80,113,170,56,NA,NA,7881,8209,209,474,54,83,91,93,141,NA,1485,NA,3577,1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,BWA,Botswana,Mumps,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,BRA,Brazil,Mumps,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,BRN,Brunei Darussalam,Mumps,1,0,3,3,3,NA,14,19,12,1,41,NA,NA,25,21,27,NA,35,33,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,BGR,Bulgaria,Mumps,27,15,19,18,31,25,58,139,317,1111,5582,5299,911,608,91,180,334,1446,2357,15845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,BFA,Burkina Faso,Mumps,26982,18865,0,17679,0,8090,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,BDI,Burundi,Mumps,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,CPV,Cabo Verde,Mumps,0,0,NA,1,1,11,40,198,42,3,13,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,KHM,Cambodia,Mumps,NA,NA,NA,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,CMR,Cameroon,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,CAN,Canada,Mumps,787,2157,309,65,40,92,54,282,799,214,748,1108,37,83,32,20,197,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,CAF,Central African Republic (the),Mumps,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,TCD,Chad,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,CHL,Chile,Mumps,14865,6069,1265,1346,863,821,876,950,891,825,1243,1387,1497,1587,1491,1826,NA,2262,2352,2253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,CHN,China,Mumps,259071,252740,175001,182833,187500,327759,479518,454385,298932,299329,310826,252701,273242,291135,226619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,COL,Colombia,Mumps,19105,17835,10452,6573,7368,7884,9377,15926,10376,9457,5930,2294,2243,2366,1545,1505,1401,1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,COM,Comoros (the),Mumps,27,64,7,0,NA,NA,NA,NA,0,109,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,COG,Congo (the),Mumps,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,COK,Cook Islands,Mumps,0,NA,NA,NA,NA,NA,0,0,0,0,0,420,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,CRI,Costa Rica,Mumps,127,54,75,NA,0,0,30,1,17,25,0,0,NA,46,66,282,NA,298,419,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,CIV,Côte d'Ivoire,Mumps,3248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,HRV,Croatia,Mumps,24,15,33,29,NA,35,95,86,37,56,110,74,66,155,84,72,101,116,152,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,CUB,Cuba,Mumps,0,0,0,0,0,NA,0,0,1,4,11,267,882,346,279,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,CYP,Cyprus,Mumps,3,2,1,2,1,0,3,0,2,5,3,0,0,5,14,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,CZE,Czech Republic,Mumps,516,1407,5734,1616,677,1553,3902,2885,1068,357,403,1297,5172,1803,244,753,748,107,120,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,PRK,Democratic People's Republic of Korea (the),Mumps,0,0,0,0,0,0,11,66,0,18,67,176,176,187,2050,2710,2710,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,COD,Democratic Republic of the Congo (the),Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,DNK,Denmark,Mumps,17,11,15,15,41,60,15,13,32,17,24,11,13,11,8,3,12,15,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,DJI,Djibouti,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,DMA,Dominica,Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,DOM,Dominican Republic (the),Mumps,1572,1910,1833,2087,1784,498,0,0,4897,0,0,NA,NA,NA,0,10,NA,NA,2760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,ECU,Ecuador,Mumps,2699,1472,1352,1491,1522,1308,799,733,1331,837,626,11,0,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,EGY,Egypt,Mumps,4545,5891,803,5143,7626,20390,NA,531,26,33,50,108,251,251,NA,639,NA,849,1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,SLV,El Salvador,Mumps,232,163,0,0,257,274,351,632,369,126,313,329,980,488,501,391,NA,678,1170,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GNQ,Equatorial Guinea,Mumps,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,ERI,Eritrea,Mumps,0,1990,1458,NA,NA,0,2350,3825,2410,1585,2071,NA,1240,2335,1771,1652,1627,1808,2028,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,EST,Estonia,Mumps,6,6,4,3,10,12,4,8,13,11,14,18,17,29,132,35,36,45,63,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,SWZ,Eswatini,Mumps,0,268,1,10730,3,NA,0,6773,7602,NA,1058,3013,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,ETH,Ethiopia,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,FJI,Fiji,Mumps,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,827,1020,NA,20,14,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,FIN,Finland,Mumps,4,10,6,2,NA,1,NA,2,4,2,5,6,8,6,1,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,FRA,France,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7998,7500,NA,13749,13000,NA,NA,17400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GAB,Gabon,Mumps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GMB,Gambia,Mumps,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,GEO,Georgia,Mumps,31,28,46,50,55,52,50,44,101,42,76,85,71,111,132,NA,713,3067,2646,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,DEU,Germany,Mumps,534,652,741,699,837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GHA,Ghana,Mumps,22069,20270,16320,0,0,0,NA,NA,3780,NA,NA,NA,1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,GRC,Greece,Mumps,1,7,4,4,1,0,2,1,2,21,5,23,NA,33,3,NA,156,50,32,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,GRD,Grenada,Mumps,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,GTM,Guatemala,Mumps,440,539,517,NA,0,0,143,0,9,1,627,2,NA,1807,2164,973,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GIN,Guinea,Mumps,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,GNB,Guinea-Bissau,Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,GUY,Guyana,Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,HTI,Haiti,Mumps,NA,NA,NA,NA,0,NA,0,NA,NA,0,38,NA,NA,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,HND,Honduras,Mumps,14761,115,138,108,136,158,138,143,172,187,219,233,456,408,554,599,909,719,853,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
